gid;aircraft_aircrafttype_iatacode;aircraft_aircrafttype_icaocode;aircraft_aircrafttype_modelname;airlines_airline_iatacode;airlines_airline_icaocode;airlines_airline_name;airlines_operator_iatacode;airlines_operator_icaocode;airlines_operator_name;airportresources_baggagedelivery_arrivallounge;airportresources_baggagedelivery_baggagebelts;airportresources_baggagedelivery_carrousels;airportresources_runway;airportresources_terminal;airportresources_unboarding_airbridges;airportresources_unboarding_gates;airports_origin_iatacode;airports_origin_icaocode;airports_origin_name;airports_previous_iatacode;airports_previous_icaocode;airports_previous_name;countrytype_code;countrytype_description;flightnumbers_callsign;flightnumbers_iataflightnumber;flightnumbers_icaoflightnumber;flightnumbers_internalflightnumber;flightnumbers_operatoriataflightnumber;flightnumbers_operatoricaoflightnumber;flightnumbers_operatorinternalflightnumber;flightnumbers_operatorsuffix;flightnumbers_operatortripnumber;flightnumbers_suffix;flightnumbers_tripnumber;flightstatus_code;flightstatus_description;publiccomment;remark_code;remark_description;servicetype_description;servicetype_iatacode;timestamps_aibt;timestamps_aldt;timestamps_atot_outstation;timestamps_cancellationdate;timestamps_diversiondate;timestamps_eibt;timestamps_eldt;timestamps_modificationdate;timestamps_sibt;turnflightinternalid;last_update_fme
1014695326;319;A319;A319;SN;BEL;Brussels Airlines;SN;BEL;Brussels Airlines;A1F  ;1.06;06;;T1   ;;AC02;BRU;EBBR;Bruxelles;BRU;EBBR;Bruxelles;S;Schengen;BEL4EW  ;SN 3587;BEL3587 ;SN3587  ;SN 3587;BEL3587 ;SN3587  ;;3587;;3587;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 11:06:00;2023-04-17 11:00:00;2023-04-17 09:59:00;;;2023-04-17 11:07:00;2023-04-17 11:00:00;2023-04-17 19:12:10;2023-04-17 11:00:00;1014695440;2023-04-18 11:55:05
1014695142;738;B738;737-800 Passenger;TO;TVF;Transavia France;TO;TVF;Transavia France;A1F  ;1.07;07;;T1   ;;A1D;TLV;LLBG;Tel Aviv Intl;TLV;LLBG;Tel Aviv Intl;I;International;TVF3461 ;TO 3461;TVF3461 ;TO3461  ;TO 3461;TVF3461 ;TO3461  ;;3461;;3461;IBK;On-Block;;RTD  ;Vol retardé;Passenger scheduled;J;2023-04-17 23:32:00;2023-04-17 23:27:00;2023-04-17 19:27:00;;;2023-04-17 23:33:00;2023-04-17 23:27:00;2023-04-18 00:22:37;2023-04-17 22:45:00;1014697261;2023-04-18 11:55:05
1014697123;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.04;04;;T1   ;;A31A;TLS;LFBO;Toulouse;TLS;LFBO;Toulouse;N;National;EJU659L ;EC 4324;EJU4324 ;EJU4324 ;EC 4324;EJU4324 ;EJU4324 ;;4324;;4324;IBK;On-Block;;;;Passenger scheduled;J;2023-04-18 09:34:00;2023-04-18 09:29:00;2023-04-18 08:50:00;;;2023-04-18 09:37:00;2023-04-18 09:30:00;2023-04-18 09:54:06;2023-04-18 09:50:00;1014697317;2023-04-18 11:55:05
1014697217;319;A319;A319;HC;SZN;Air Senegal;HC;SZN;Air Senegal;A1F  ;1.10;10;;T1   ;;AC05;DSS;GOBD;DAKAR BLAISE DIAGNE;MRS;LFML;Marseille;I;International;SZN427  ;HC 427 ;SZN427  ;HC427   ;HC 427 ;SZN427  ;HC427   ;;427 ;;427 ;IBK;On-Block;;;;Passenger scheduled;J;2023-04-18 09:53:00;2023-04-18 09:47:00;2023-04-18 09:19:00;;;2023-04-18 09:55:00;2023-04-18 09:47:00;2023-04-18 10:21:07;2023-04-18 09:50:00;1014697218;2023-04-18 11:55:05
1014697075;32A;A320;A320-Winglet;LH;DLH;Lufthansa;LH;DLH;Lufthansa;A1F  ;1.07;07;;T1   ;;AB10;FRA;EDDF;Francfort;FRA;EDDF;Francfort;S;Schengen;DLH44C  ;LH 1074;DLH1074 ;LH1074  ;LH 1074;DLH1074 ;LH1074  ;;1074;;1074;IBK;On-Block;;;;Passenger scheduled;J;2023-04-18 09:54:00;2023-04-18 09:49:00;2023-04-18 08:56:00;;;2023-04-18 09:57:00;2023-04-18 09:49:00;2023-04-18 10:21:06;2023-04-18 09:50:00;1014697076;2023-04-18 11:55:05
1014697055;320;A320;A320-100/200;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.02;02;;T1   ;;A31B;NTE;LFRS;Nantes;NTE;LFRS;Nantes;N;National;EJU565K ;EC 4328;EJU4328 ;EJU4328 ;EC 4328;EJU4328 ;EJU4328 ;;4328;;4328;IBK;On-Block;;;;Passenger scheduled;J;2023-04-18 09:37:00;2023-04-18 09:32:00;2023-04-18 08:41:00;;;2023-04-18 09:40:00;2023-04-18 09:32:00;2023-04-18 09:52:53;2023-04-18 10:00:00;1014697124;2023-04-18 11:55:05
1014697131;319;A319;A319;LH;DLH;Lufthansa;LH;DLH;Lufthansa;A1F  ;1.09;09;;T1   ;;AB01;MUC;EDDM;Munich;MUC;EDDM;Munich;S;Schengen;DLH93K  ;LH 2248;DLH2248 ;LH2248  ;LH 2248;DLH2248 ;LH2248  ;;2248;;2248;AIR;Airborne / Left previous airport;;;;Passenger scheduled;J;;;2023-04-18 11:07:00;;;2023-04-18 12:10:00;2023-04-18 12:02:00;2023-04-18 11:40:24;2023-04-18 12:10:00;1014697132;2023-04-18 11:55:05
1014697043;E90;E190;Embraer Rj190;OS;AUA;Austrian Airlines;OS;AUA;Austrian Airlines;A1F  ;1.06;06;;T1   ;;AB02;VIE;LOWW;Vienne;VIE;LOWW;Vienne;S;Schengen;AUA4LS  ;OS 405 ;AUA405  ;OS405   ;OS 405 ;AUA405  ;OS405   ;;405 ;;405 ;AIR;Airborne / Left previous airport;;;;Passenger scheduled;J;;;2023-04-18 11:05:00;;;2023-04-18 12:39:00;2023-04-18 12:31:00;2023-04-18 11:07:48;2023-04-18 12:10:00;1014697329;2023-04-18 11:55:05
1014697125;738;B738;737-800 Passenger;AH;DAH;Air Algerie;AH;DAH;Air Algerie;A1F  ;1.07;07;;T1   ;;AC09;ALG;DAAG;Alger;ALG;DAAG;Alger;I;International;DAH1036 ;AH 1036;DAH1036 ;AH1036  ;AH 1036;DAH1036 ;AH1036  ;;1036;;1036;AIR;Airborne / Left previous airport;;;;Passenger scheduled;J;;;2023-04-18 10:53:00;;;2023-04-18 12:28:00;2023-04-18 12:20:00;2023-04-18 10:55:40;2023-04-18 12:20:00;1014697255;2023-04-18 11:55:05
1014697232;73H;B738;737-800 Passenger;TO;TVF;Transavia France;TO;TVF;Transavia France;A1F  ;1.02;02;;T1   ;;A1D;ATH;LGAV;Athenes;ATH;LGAV;Athenes;I;International;TVF3711 ;TO 3711;TVF3711 ;TO3711  ;TO 3711;TVF3711 ;TO3711  ;;3711;;3711;AIR;Airborne / Left previous airport;;RTD  ;Vol retardé;Passenger scheduled;J;;;2023-04-18 11:18:00;;;2023-04-18 13:56:00;2023-04-18 13:48:00;2023-04-18 11:18:44;2023-04-18 12:35:00;;2023-04-18 11:55:05
1014697106;E90;E190;Embraer Rj190;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.01;01;;T1   ;;A31B;TLS;LFBO;Toulouse;TLS;LFBO;Toulouse;N;National;AFR66EP ;AF 1713;AFR1713 ;AF1713  ;AF 1713;AFR1713 ;AF1713  ;;1713;;1713;IBK;On-Block;;;;Passenger scheduled;J;2023-04-18 07:50:00;2023-04-18 07:44:00;2023-04-18 06:59:00;;;2023-04-18 07:52:00;2023-04-18 07:45:00;2023-04-18 09:37:47;2023-04-18 07:45:00;1014697107;2023-04-18 11:55:05
1014697126;E90;E190;Embraer Rj190;AF;AFR;Air France;AF;AFR;Air France;A1F  ;;;;T1   ;;;NTE;LFRS;Nantes;NTE;LFRS;Nantes;N;National;AFR1483 ;AF 1483;AFR1483 ;AF1483  ;AF 1483;AFR1483 ;AF1483  ;;1483;;1483;CNL;Cancelled;;CNL  ;Vol annulé;Passenger scheduled;J;;;;2023-04-18 08:21:00;;;;2023-04-18 09:38:09;2023-04-18 07:50:00;;2023-04-18 11:55:05
1014697062;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.02;02;;T1   ;;A31B;RNS;LFRN;Rennes;RNS;LFRN;Rennes;N;National;AFR1677 ;AF 1677;AFR1677 ;AF1677  ;AF 1677;AFR1677 ;AF1677  ;;1677;;1677;IBK;On-Block;;;;Passenger scheduled;J;2023-04-18 08:08:00;2023-04-18 08:03:00;2023-04-18 07:08:00;;;2023-04-18 08:11:00;2023-04-18 08:03:00;2023-04-18 08:23:52;2023-04-18 07:50:00;1014697063;2023-04-18 11:55:05
1014697072;319;A319;A319;EW;EWG;Eurowings;EW;EWG;Eurowings;A1F  ;1.06;06;;T1   ;;A1A;DUS;EDDL;Dusseldorf;DUS;EDDL;Dusseldorf;S;Schengen;EWG4UB  ;EW 9412;EWG9412 ;EW9412  ;EW 9412;EWG9412 ;EW9412  ;;9412;;9412;IBK;On-Block;;;;Passenger scheduled;J;2023-04-18 08:24:00;2023-04-18 08:19:00;2023-04-18 07:08:00;;;2023-04-18 08:26:00;2023-04-18 08:19:00;2023-04-18 08:39:55;2023-04-18 08:10:00;1014697303;2023-04-18 11:55:05
1014697182;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.04;04;;T1   ;;A31A;BOD;LFBD;Bordeaux;BOD;LFBD;Bordeaux;N;National;EJU921E ;EC 1815;EJU1815 ;EJU1815 ;EC 1815;EJU1815 ;EJU1815 ;;1815;;1815;IBK;On-Block;;;;Passenger scheduled;J;2023-04-18 08:12:00;2023-04-18 08:07:00;2023-04-18 07:14:00;;;2023-04-18 08:15:00;2023-04-18 08:07:00;2023-04-18 08:27:55;2023-04-18 08:15:00;1014697183;2023-04-18 11:55:05
1014697203;CR9;CRJ9;Crj-900;LH;DLH;Lufthansa;LH;DLH;Lufthansa;A1F  ;1.07;07;;T1   ;;AB10;MUC;EDDM;Munich;MUC;EDDM;Munich;S;Schengen;DLH08V  ;LH 2246;DLH2246 ;LH2246  ;LH 2246;DLH2246 ;LH2246  ;;2246;;2246;IBK;On-Block;;;;Passenger scheduled;J;2023-04-18 08:58:00;2023-04-18 08:52:00;2023-04-18 07:49:00;;;2023-04-18 09:00:00;2023-04-18 08:52:00;2023-04-18 09:12:55;2023-04-18 08:50:00;1014697204;2023-04-18 11:55:05
1014697053;320;A320;A320-100/200;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.06;06;;T1   ;;AB02;CDG;LFPG;Paris C. De Gaulle;CDG;LFPG;Paris C. De Gaulle;N;National;AFR35WN ;AF 7360;AFR7360 ;AF7360  ;AF 7360;AFR7360 ;AF7360  ;;7360;;7360;IBK;On-Block;;;;Passenger scheduled;J;2023-04-18 09:09:00;2023-04-18 09:03:00;2023-04-18 08:15:00;;;2023-04-18 09:10:00;2023-04-18 09:03:00;2023-04-18 09:35:07;2023-04-18 08:55:00;1014697054;2023-04-18 11:55:05
1014697170;BE1;B190;1900 Family;T7;TJT;Twinjet;T7;TJT;Twinjet;A1F  ;1.09;09;;T1   ;;A1C;MXP;LIMC;Milan-Malpensa;MXP;LIMC;Milan-Malpensa;S;Schengen;TJT52CB ;T7 5412;TJT5412 ;T75412  ;T7 5412;TJT5412 ;T75412  ;;5412;;5412;IBK;On-Block;;RTD  ;Vol retardé;Passenger scheduled;J;2023-04-18 10:48:00;2023-04-18 10:46:00;2023-04-18 09:34:00;;;2023-04-18 10:50:00;2023-04-18 10:46:00;2023-04-18 11:49:18;2023-04-18 09:40:00;1014697257;2023-04-18 11:55:05
1014697187;739;B739;737-900 Passenger;TK;THY;Turkish;TK;THY;Turkish;A1F  ;1.08;08;;T1   ;;AC04;IST;LTFM;Istanbul;IST;LTFM;Istanbul;I;International;THY2PA  ;TK 1807;THY1807 ;TK1807  ;TK 1807;THY1807 ;TK1807  ;;1807;;1807;IBK;On-Block;;;;Passenger scheduled;J;2023-04-18 09:23:00;2023-04-18 09:16:00;2023-04-18 06:29:00;;;2023-04-18 09:24:00;2023-04-18 09:15:00;2023-04-18 09:36:11;2023-04-18 09:40:00;1014697265;2023-04-18 11:55:05
1014697101;320;A320;A320-100/200;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.08;08;;T1   ;;AB01;CDG;LFPG;Paris C. De Gaulle;CDG;LFPG;Paris C. De Gaulle;N;National;AFR45KW ;AF 7364;AFR7364 ;AF7364  ;AF 7364;AFR7364 ;AF7364  ;;7364;;7364;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;2023-04-18 13:17:00;2023-04-18 13:09:00;2023-04-18 11:53:59;2023-04-18 12:55:00;1014697102;2023-04-18 11:55:05
1014697108;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.03;03;;T1   ;;A31A;CTA;LICC;Catane;CTA;LICC;Catane;S;Schengen;EJU18QV ;EC 4408;EJU4408 ;EJU4408 ;EC 4408;EJU4408 ;EJU4408 ;;4408;;4408;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 08:15:19;2023-04-18 15:10:00;1014697269;2023-04-18 11:55:05
1014695271;73H;B738;737-800 Passenger;TO;TVF;Transavia France;TO;TVF;Transavia France;A1F  ;1.03;03;;T1   ;;A31D;HER;LGIR;Heraklion;HER;LGIR;Heraklion;S;Schengen;TVF18FT ;TO 3705;TVF3705 ;TO3705  ;TO 3705;TVF3705 ;TO3705  ;;3705;;3705;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 22:50:00;2023-04-17 22:45:00;2023-04-17 19:52:00;;;2023-04-17 22:53:00;2023-04-17 22:45:00;2023-04-18 09:07:09;2023-04-17 23:00:00;1014697301;2023-04-18 11:55:05
1014695143;320;A320;A320-100/200;BA;BAW;British Airways;BA;BAW;British Airways;A1F  ;1.06;06;;T1   ;;AC05;LHR;EGLL;Londres Heathrow;LHR;EGLL;Londres Heathrow;E;UE Non Schengen;BAW364  ;BA 364 ;BAW364  ;BA364   ;BA 364 ;BAW364  ;BA364   ;;364 ;;364 ;IBK;On-Block;;RTD  ;Vol retardé;Passenger scheduled;J;2023-04-18 00:15:00;2023-04-18 00:09:00;2023-04-17 23:01:00;;;2023-04-18 00:17:00;2023-04-18 00:09:00;2023-04-18 00:35:36;2023-04-17 23:10:00;1014697293;2023-04-18 11:55:05
1014695237;73W;B737;737-700;KL;KLM;Klm;KL;KLM;Klm;A1F  ;1.07;07;;T1   ;;AB01;AMS;EHAM;Amsterdam;AMS;EHAM;Amsterdam;S;Schengen;KLM37A  ;KL 1419;KLM1419 ;KL1419  ;KL 1419;KLM1419 ;KL1419  ;;1419;;1419;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 23:03:00;2023-04-17 23:00:00;2023-04-17 21:47:00;;;2023-04-17 23:07:00;2023-04-17 23:00:00;2023-04-17 23:20:43;2023-04-17 23:10:00;1014697274;2023-04-18 11:55:05
1014695278;320;A320;A320-100/200;I2;IBS;Iberia Express;I2;IBS;Iberia Express;A1F  ;1.06;06;;T1   ;;AB10;MAD;LEMD;Madrid;MAD;LEMD;Madrid;S;Schengen;IBS37ZP ;I2 3732;IBS3732 ;I23732  ;I2 3732;IBS3732 ;I23732  ;;3732;;3732;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 23:54:00;2023-04-17 23:48:00;2023-04-17 22:26:00;;;2023-04-17 23:56:00;2023-04-17 23:48:00;2023-04-18 08:14:36;2023-04-17 23:55:00;1014697305;2023-04-18 11:55:05
1014695327;319;A319;A319;V7;VOE;Volotea;V7;VOE;Volotea;A1F  ;1.07;07;;T1   ;;A1C;FAO;LPFR;Faro;FAO;LPFR;Faro;S;Schengen;VOE59CP ;V7 2099;VOE2099 ;VOE2099 ;V7 2099;VOE2099 ;VOE2099 ;;2099;;2099;PLN;Scheduled, initial status after flight was created;;RTD  ;Vol retardé;Passenger scheduled;J;;;;;;2023-04-18 17:03:00;2023-04-18 16:55:00;2023-04-18 06:07:11;2023-04-18 01:10:00;1014697315;2023-04-18 11:55:05
1014697109;319;A319;A319;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.04;04;;T1   ;;A31A;BOD;LFBD;Bordeaux;BOD;LFBD;Bordeaux;N;National;AFR59MP ;AF 1499;AFR1499 ;AF1499  ;AF 1499;AFR1499 ;AF1499  ;;1499;;1499;IBK;On-Block;;;;Passenger scheduled;J;2023-04-18 07:02:00;2023-04-18 06:56:00;2023-04-18 06:09:00;;;2023-04-18 07:04:00;2023-04-18 06:56:00;2023-04-18 07:48:06;2023-04-18 07:15:00;1014697310;2023-04-18 11:55:05
1014695219;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.03;03;;T1   ;;A31A;LIS;LPPT;Lisbonne;LIS;LPPT;Lisbonne;S;Schengen;EJU42MH ;EC 4426;EJU4426 ;EJU4426 ;EC 4426;EJU4426 ;EJU4426 ;;4426;;4426;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 23:33:00;2023-04-17 23:29:00;2023-04-17 21:31:00;;;2023-04-17 23:37:00;2023-04-17 23:29:00;2023-04-17 23:50:12;2023-04-17 22:50:00;1014697304;2023-04-18 11:55:05
1014695246;320;A320;A320-100/200;KM;AMC;Air Malta;KM;AMC;Air Malta;A1F  ;1.06;06;;T1   ;;AC09;MLA;LMML;Malte;MLA;LMML;Malte;S;Schengen;AMC454  ;KM 454 ;AMC454  ;KM454   ;KM 454 ;AMC454  ;KM454   ;;454 ;;454 ;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 23:10:00;2023-04-17 23:03:00;2023-04-17 21:05:00;;;2023-04-17 23:11:00;2023-04-17 23:02:00;2023-04-18 00:34:41;2023-04-17 22:50:00;1014695376;2023-04-18 11:55:05
1014695157;320;A320;A320-100/200;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;;;;T1   ;;;BIQ;LFBZ;Biarritz;BIQ;LFBZ;Biarritz;N;National;EJU614L ;EC 4316;EJU4316 ;EJU4316 ;EC 4316;EJU4316 ;EJU4316 ;;4316;;4316;CNL;Cancelled;;CNL  ;Vol annulé;Passenger scheduled;J;;;;2023-04-17 23:26:00;;2023-04-18 00:42:00;2023-04-18 00:34:00;2023-04-17 23:26:55;2023-04-17 23:00:00;;2023-04-18 11:55:05
1014695196;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.02;02;;T1   ;;A31A;CFR;LFRK;Caen;CFR;LFRK;Caen;N;National;AFR75RL ;AF 1675;AFR1675 ;AF1675  ;AF 1675;AFR1675 ;AF1675  ;;1675;;1675;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 19:56:00;2023-04-17 19:50:00;2023-04-17 18:49:00;;;2023-04-17 19:58:00;2023-04-17 19:50:00;2023-04-17 20:15:07;2023-04-17 20:00:00;1014695293;2023-04-18 11:55:05
1014695294;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.01;01;;T1   ;;A31B;BES;LFRB;Brest;BES;LFRB;Brest;N;National;AFR27SA ;AF 1613;AFR1613 ;AF1613  ;AF 1613;AFR1613 ;AF1613  ;;1613;;1613;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 20:37:00;2023-04-17 20:32:00;2023-04-17 19:21:00;;;2023-04-17 20:40:00;2023-04-17 20:32:00;2023-04-17 20:52:56;2023-04-17 20:15:00;1014695141;2023-04-18 11:55:05
1014695146;319;A319;A319;JU;ASL;AIR SERBIA;JU;ASL;AIR SERBIA;A1F  ;1.06;06;;T1   ;;AC03;BEG;LYBE;Belgrade;BEG;LYBE;Belgrade;I;International;ASL52Y  ;JU 284 ;ASL284  ;ASL284  ;JU 284 ;ASL284  ;ASL284  ;;284 ;;284 ;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 20:33:00;2023-04-17 20:25:00;2023-04-17 18:41:00;;;2023-04-17 20:33:00;2023-04-17 20:25:00;2023-04-17 23:36:04;2023-04-17 20:20:00;1014695147;2023-04-18 11:55:05
1014695153;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.07;07;;T1   ;;AB05;TLS;LFBO;Toulouse;TLS;LFBO;Toulouse;N;National;EJU69BX ;EC 4326;EJU4326 ;EJU4326 ;EC 4326;EJU4326 ;EJU4326 ;;4326;;4326;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 20:27:00;2023-04-17 20:20:00;2023-04-17 19:38:00;;;2023-04-17 20:28:00;2023-04-17 20:20:00;2023-04-17 20:41:10;2023-04-17 20:35:00;1014695154;2023-04-18 11:55:05
1014695194;BEH;B190;1900d;T7;TJT;Twinjet;T7;TJT;Twinjet;A1F  ;1.08;08;;T1   ;;A1C;LIL;LFQQ;Lille;LIL;LFQQ;Lille;N;National;TJT8518 ;T7 8518;TJT8518 ;T78518  ;T7 8518;TJT8518 ;T78518  ;;8518;;8518;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 20:42:00;2023-04-17 20:40:00;2023-04-17 19:23:00;;;2023-04-17 20:44:00;2023-04-17 20:40:00;2023-04-17 22:40:50;2023-04-17 20:35:00;1014697340;2023-04-18 11:55:05
1014695287;BEH;B190;1900d;T7;TJT;Twinjet;T7;TJT;Twinjet;A1F  ;1.07;07;;T1   ;;A1A;STR;EDDS;Stuttgart;STR;EDDS;Stuttgart;S;Schengen;TJT48AJ ;T7 048 ;TJT048  ;T7048   ;T7 048 ;TJT048  ;T7048   ;;048 ;;048 ;IBK;On-Block;;RTD  ;Vol retardé;Passenger scheduled;J;2023-04-18 01:11:00;2023-04-18 01:06:00;2023-04-18 00:05:00;;;2023-04-18 01:12:00;2023-04-18 01:06:00;2023-04-18 01:26:50;2023-04-17 20:50:00;1014697262;2023-04-18 11:55:05
1014695160;320;A320;A320-100/200;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.01;01;;T1   ;;A31A;OPO;LPPR;Porto;OPO;LPPR;Porto;S;Schengen;EJU64HP ;EC 7711;EJU7711 ;EJU7711 ;EC 7711;EJU7711 ;EJU7711 ;;7711;;7711;IBK;On-Block;;RTD  ;Vol retardé;Passenger scheduled;J;2023-04-17 21:41:00;2023-04-17 21:33:00;2023-04-17 19:48:00;;;2023-04-17 21:41:00;2023-04-17 21:33:00;2023-04-17 21:55:37;2023-04-17 20:55:00;1014695161;2023-04-18 11:55:05
1014695111;BEH;B190;1900d;T7;TJT;Twinjet;T7;TJT;Twinjet;A1F  ;1.09;09;;T1   ;;A1A;MXP;LIMC;Milan-Malpensa;MXP;LIMC;Milan-Malpensa;S;Schengen;TJT58CB ;T7 5418;TJT5418 ;T75418  ;T7 5418;TJT5418 ;T75418  ;;5418;;5418;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 21:16:00;2023-04-17 21:11:00;2023-04-17 20:26:00;;;2023-04-17 21:18:00;2023-04-17 21:11:00;2023-04-17 21:31:59;2023-04-17 21:05:00;1014697336;2023-04-18 11:55:05
1014695168;320;A320;A320-100/200;VY;VLG;Vueling Airlines S.A.;VY;VLG;Vueling Airlines S.A.;A1F  ;1.04;04;;T1   ;;A31B;BCN;LEBL;Barcelone;BCN;LEBL;Barcelone;S;Schengen;VLG73QM ;VY 1222;VLG1222 ;VY1222  ;VY 1222;VLG1222 ;VY1222  ;;1222;;1222;IBK;On-Block;;RTD  ;Vol retardé;Passenger scheduled;J;2023-04-17 22:40:00;2023-04-17 22:36:00;2023-04-17 21:39:00;;;2023-04-17 22:44:00;2023-04-17 22:36:00;2023-04-17 23:08:37;2023-04-17 21:45:00;1014695437;2023-04-18 11:55:05
1014695140;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.02;02;;T1   ;;A31B;BIQ;LFBZ;Biarritz;BIQ;LFBZ;Biarritz;N;National;AFR61DF ;AF 1593;AFR1593 ;AF1593  ;AF 1593;AFR1593 ;AF1593  ;;1593;;1593;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 19:48:00;2023-04-17 19:42:00;2023-04-17 18:47:00;;;2023-04-17 19:50:00;2023-04-17 19:42:00;2023-04-17 20:08:07;2023-04-17 19:50:00;1014695197;2023-04-18 11:55:05
1014695226;320;A320;A320-100/200;I2;IBS;Iberia Express;I2;IBS;Iberia Express;A1F  ;1.08;08;;T1   ;;AC03;MAD;LEMD;Madrid;MAD;LEMD;Madrid;S;Schengen;IBS3734 ;I2 3734;IBS3734 ;I23734  ;I2 3734;IBS3734 ;I23734  ;;3734;;3734;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 18:01:00;2023-04-17 17:57:00;2023-04-17 16:36:00;;;2023-04-17 18:05:00;2023-04-17 17:57:00;2023-04-17 20:37:45;2023-04-17 18:05:00;1014695227;2023-04-18 11:55:05
1014712648;738;B738;737-800 Passenger;TO;TVF;Transavia France;TO;TVF;Transavia France;A1F  ;1.07;07;;T1   ;;A1D;HRG;HEGN;Hurghada;HRG;HEGN;Hurghada;I;International;TVF68XR ;TO 2029;TVF2029 ;TO2029  ;TO 2029;TVF2029 ;TO2029  ;;2029;;2029;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 17:50:00;2023-04-17 17:43:00;2023-04-17 13:19:00;;;2023-04-17 17:49:00;2023-04-17 17:43:00;2023-04-17 19:13:49;2023-04-17 18:05:00;1014697325;2023-04-18 11:55:05
1014695118;320;A320;A320-100/200;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.01;01;;T1   ;;A31B;FCO;LIRF;Rome Fiumicino;FCO;LIRF;Rome Fiumicino;S;Schengen;EJU61LE ;EC 4416;EJU4416 ;EJU4416 ;EC 4416;EJU4416 ;EJU4416 ;;4416;;4416;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 18:18:00;2023-04-17 18:13:00;2023-04-17 17:09:00;;;2023-04-17 18:19:00;2023-04-17 18:14:00;2023-04-17 19:13:42;2023-04-17 18:10:00;1014695119;2023-04-18 11:55:05
1014695207;320;A320;A320-100/200;LH;DLH;Lufthansa;LH;DLH;Lufthansa;A1F  ;1.10;10;;T1   ;;A1C;FRA;EDDF;Francfort;FRA;EDDF;Francfort;S;Schengen;DLH09T  ;LH 1078;DLH1078 ;LH1078  ;LH 1078;DLH1078 ;LH1078  ;;1078;;1078;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 18:31:00;2023-04-17 18:25:00;2023-04-17 17:32:00;;;2023-04-17 18:32:00;2023-04-17 18:26:00;2023-04-17 20:38:03;2023-04-17 18:10:00;1014695208;2023-04-18 11:55:05
1014695163;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.08;08;;T1   ;;AC02;BCN;LEBL;Barcelone;BCN;LEBL;Barcelone;S;Schengen;EJU4384 ;EC 4384;EJU4384 ;EJU4384 ;EC 4384;EJU4384 ;EJU4384 ;;4384;;4384;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 18:37:00;2023-04-17 18:32:00;2023-04-17 17:28:00;;;2023-04-17 18:39:00;2023-04-17 18:32:00;2023-04-17 20:37:57;2023-04-17 18:40:00;1014695164;2023-04-18 11:55:05
